duration_minutes,dest_start_candidate,rejection_reason
360,2009-06-21 02:52:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 03:08:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 03:35:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 04:22:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 04:35:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 06:46:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 06:49:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 07:36:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 08:41:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 08:56:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 09:35:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 09:56:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 11:08:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 12:28:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 13:13:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 13:51:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 14:06:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 14:30:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 14:49:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
360,2009-06-21 19:21:00,destino_dentro_del_calentamiento_de_7_dias_del_pool_para_H
