episode_id,paired_destination_id,shift_type,shift_minutes,duration_minutes,destination_start,destination_end,source_start,source_end,quarter,daypart,is_weekend,fold,split,seed,source_valid,destination_valid,p_context_valid,h_context_valid,post_context_valid,selected,rejection_reason,manifest_version,manifest_hash,detected_standard_P,detected_standard_H,detected_standard_OR,detected_onset_zone_P,detected_interior_P,detected_end_zone_P,detected_post_attack_P,detected_induced_P,preexisting_alert_P,detected_onset_zone_H,detected_interior_H,detected_end_zone_H,detected_post_attack_H,detected_induced_H,preexisting_alert_H,detected_onset_zone_OR,detected_interior_OR,detected_end_zone_OR,detected_post_attack_OR,detected_induced_OR,preexisting_alert_OR,first_detection_timestamp,first_detection_zone,delay_minutes,boundary_only_detection_P,post_only_detection_P,boundary_only_detection_H,post_only_detection_H,boundary_only_detection_OR,post_only_detection_OR,detected_by_P,detected_by_H,detected_by_OR,P_only,H_only,both,max_score_H_clean,max_score_H_attack,max_delta_score_H,boundary_width_minutes,preexisting_alert,clean_energy_kwh,replay_energy_kwh,hidden_energy_kwh,hidden_energy_fraction,economic_category,tolerance_used,source_destination_mae,source_destination_rmse,source_destination_correlation,diff_mean,diff_median,diff_p95,onset_jump_kw,end_jump_kw,onset_jump_relative,end_jump_relative,manifest_hash_used,valid_episode,warnings
D1440_005_DAILY,D1440_005,DAILY,1440,1440,2009-12-02 05:36:00,2009-12-03 05:36:00,2009-12-01 05:36:00,2009-12-02 05:36:00,4,madrugada,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.7016112572539521,0.8037955302332095,0.8037955302332095,60,False,38.5045,29.435433333333332,9.069066666666668,0.2355326433706883,underreporting,0.385045,0.7557277777777778,1.1432878878237294,0.40415759006120083,0.37787777777777776,0.18199999999999994,2.4642000000000004,0.055999999999999994,-0.016000000000000014,0.17391304347826084,-0.049689440993788865,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_005_WEEKLY,D1440_005,WEEKLY,10080,1440,2009-12-02 05:36:00,2009-12-03 05:36:00,2009-11-25 05:36:00,2009-11-26 05:36:00,4,madrugada,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.7016112572539521,0.7468156177018169,0.7468156177018169,60,False,38.5045,32.9159,5.5886,0.14514147697022425,underreporting,0.385045,0.75175,1.153951739314373,0.45287968565664194,0.23285833333333336,0.147,2.364699999999999,0.008000000000000007,-0.02200000000000002,0.024844720496894433,-0.06707317073170738,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_006_DAILY,D1440_006,DAILY,1440,1440,2009-10-29 19:34:00,2009-10-30 19:34:00,2009-10-28 19:34:00,2009-10-29 19:34:00,4,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.8159353294142387,0.8184554811469933,0.7463519239628393,60,False,29.2022,30.113866666666663,-0.9116666666666617,-0.031219109062559043,overreporting,0.292022,0.9381916666666665,1.3758628222157745,0.2621245146776841,-0.03798611111111118,0.03999999999999998,2.9943000000000004,-1.282,-0.236,-0.7817073170731708,-0.14390243902439023,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_006_WEEKLY,D1440_006,WEEKLY,10080,1440,2009-10-29 19:34:00,2009-10-30 19:34:00,2009-10-22 19:34:00,2009-10-23 19:34:00,4,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.8159353294142387,0.7809284703519479,0.7809284703519479,60,False,29.2022,27.49346666666667,1.7087333333333312,0.05851385626197105,underreporting,0.292022,0.8606722222222222,1.2911729852261384,0.3306123067704338,0.07119722222222219,0.02400000000000002,2.7300999999999997,-0.31799999999999984,-1.626,-0.19390243902439017,-0.5366336633663367,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_007_DAILY,D1440_007,DAILY,1440,1440,2009-07-26 10:46:00,2009-07-27 10:46:00,2009-07-25 10:46:00,2009-07-26 10:46:00,3,mañana,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.8572249069302352,0.8546247069726696,0.7691989981709162,60,False,11.4252,8.648866666666667,2.7763333333333335,0.24300085191798249,underreporting,0.114252,0.35576666666666673,0.5848500282598571,-0.09269198949448895,0.11568055555555555,0.04600000000000001,1.2401,-0.057999999999999996,0.11400000000000002,-0.2636363636363636,0.5181818181818183,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_007_WEEKLY,D1440_007,WEEKLY,10080,1440,2009-07-26 10:46:00,2009-07-27 10:46:00,2009-07-19 10:46:00,2009-07-20 10:46:00,3,mañana,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.8572249069302352,0.8752651247041972,0.7283888011158514,60,False,11.4252,12.003166666666667,-0.5779666666666667,-0.050587006500250914,overreporting,0.114252,0.4141458333333333,0.6289628875290568,-0.08203949939904184,-0.02408194444444446,-0.018000000000000016,1.2400000000000002,0.5660000000000001,0.057999999999999996,2.572727272727273,0.21014492753623185,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_008_DAILY,D1440_008,DAILY,1440,1440,2009-09-17 04:40:00,2009-09-18 04:40:00,2009-09-16 04:40:00,2009-09-17 04:40:00,3,madrugada,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.6496054272456409,0.6141481834694831,0.5890922323819525,60,False,20.248766666666665,29.038666666666664,-8.7899,-0.43409557454528097,overreporting,0.20248766666666665,0.5423458333333333,0.8911347338584041,0.6433053278894899,-0.3662458333333333,-0.08000000000000002,2.166399999999999,-0.10599999999999998,-0.118,-0.35810810810810806,-0.39864864864864863,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_008_WEEKLY,D1440_008,WEEKLY,10080,1440,2009-09-17 04:40:00,2009-09-18 04:40:00,2009-09-10 04:40:00,2009-09-11 04:40:00,3,madrugada,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.6496054272456409,0.8310396873988869,0.8310396873988869,60,False,20.248766666666665,19.232233333333337,1.016533333333328,0.050202234539387325,underreporting,0.20248766666666665,0.5026361111111112,0.7648277365960695,0.4965580358723147,0.04235555555555557,0.052000000000000005,1.4521,-0.15999999999999998,-0.15800000000000003,-0.5405405405405405,-0.4702380952380953,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_009_DAILY,D1440_009,DAILY,1440,1440,2009-08-30 15:08:00,2009-08-31 15:08:00,2009-08-29 15:08:00,2009-08-30 15:08:00,3,tarde,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.6894173305797218,0.7483173894701648,0.7483173894701648,60,False,26.47136666666667,26.715066666666665,-0.24369999999999692,-0.009206173714743235,near_neutral,0.2647136666666667,0.8326819444444443,1.1736980339934118,0.18100573816692464,-0.010154166666666667,-0.025999999999999968,2.5683000000000002,-1.058,-1.008,-0.4502127659574468,-0.4289361702127659,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
D1440_009_WEEKLY,D1440_009,WEEKLY,10080,1440,2009-08-30 15:08:00,2009-08-31 15:08:00,2009-08-23 15:08:00,2009-08-24 15:08:00,3,tarde,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,3,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,none,,False,False,False,False,False,False,False,False,False,False,False,False,0.6894173305797218,0.8074736689607979,0.8074736689607979,60,False,26.47136666666667,18.913733333333333,7.557633333333335,0.28550219671317817,underreporting,0.2647136666666667,0.7400791666666666,1.120771330379217,0.1768510788918173,0.31490138888888897,0.13599999999999998,2.1647999999999996,-2.0300000000000002,1.098,-0.8638297872340426,4.500000000000001,5173d35931d318921622ccfd75843d17780c92bcc17a3f130b1c4f33bb627813,True,
